year, title, artist, src, genre_id
1994, , Burzum, , 3
2000, , Abyssic Hate, , 3
2004, , Nocturnal Depression, , 3
2005, Screaming at Forgotten Tears, Xasthur, ScreamingatForgottenTears.mp3, 3
2006, , Lifelover, , 3
2007, , Thy Light, , 3
2008, , Totalselfhatred, , 3
2011, , My Useless Life, , 3
2015, , Mesarthim, , 3
2016, , ColdWorld, , 3
2019, The Damp Chill of Life, None, TheDampChillofLife.mp3, 3
